agent_model,judge_model,protocol,runs,avg_overall_quality_score,avg_judge_capped_quality_score,avg_accuracy_norm,avg_completeness_norm,avg_helpfulness_norm,avg_hallucination_rate,avg_runtime_seconds,avg_input_tokens,avg_output_tokens,avg_total_tokens,avg_max_total_tokens,avg_final_writer_reserve_tokens,avg_budget_remaining_tokens,avg_budget_overrun_tokens,avg_budget_utilization,avg_budget_limited_call_count,avg_budget_skipped_call_count,avg_estimated_cost,avg_active_agent_count,avg_interaction_count,avg_model_call_count,avg_rounds_completed,avg_message_count,avg_communication_density,avg_agreement_rate,avg_critique_acceptance_rate,avg_tool_access_used,avg_tool_requirement_satisfied,avg_tool_surface_matches_benchmark,avg_tool_expectations_satisfied,avg_unauthorized_tool_call_count,avg_score_eligible,avg_evidence_policy_satisfied,avg_tool_call_count,avg_successful_tool_call_count,avg_successful_authorized_tool_call_count,avg_successful_substantive_tool_call_count,avg_successful_discovery_tool_call_count,avg_substantive_source_count,avg_discovery_source_count,avg_academic_record_count,avg_identifier_record_count,avg_local_document_count,avg_citation_traceability_rate,avg_unaccessed_citation_count,avg_quality_token_ratio,avg_quality_api_cost_ratio,avg_uncapped_quality_score,avg_judge_reported_score_cap,avg_judge_evidence_score_cap,avg_judge_score_cap,avg_evidence_score_cap,avg_overall_score_cap,avg_quality_judge_input_tokens,avg_quality_judge_output_tokens,avg_quality_judge_total_tokens,avg_quality_judge_estimated_cost,avg_failure_analyzer_input_tokens,avg_failure_analyzer_output_tokens,avg_failure_analyzer_total_tokens,avg_failure_analyzer_estimated_cost,avg_scorer_input_tokens,avg_scorer_output_tokens,avg_scorer_total_tokens,avg_judge_estimated_cost,avg_total_estimated_cost,avg_failure_count,runs_with_any_failure,multi_failure_runs,no_failure_run_count,no_failure_run_rate,coordination_failure_run_count,coordination_failure_run_rate,communication_failure_run_count,communication_failure_run_rate,role_confusion_run_count,role_confusion_run_rate,hallucination_propagation_run_count,hallucination_propagation_run_rate,premature_consensus_run_count,premature_consensus_run_rate,over_collaboration_run_count,over_collaboration_run_rate,manager_bottleneck_run_count,manager_bottleneck_run_rate,noise_accumulation_run_count,noise_accumulation_run_rate,other_failure_run_count,other_failure_run_rate
deepseek-v4-flash,deepseek-v4-pro,Debate,24,0.735988,0.785154,0.770833,0.816146,0.791667,0.01875,63.649417,26612.833333,6241.125,32853.958333,100000.0,20000.0,67146.041667,0.0,0.328537,0.0,0.0,0.005473,4.0,7.0,10.791667,2.0,6.0,1.5,,,0.291667,1.0,1.0,1.0,0.0,1.0,0.708333,9.625,3.291667,3.291667,2.208333,0.958333,1.333333,1.166667,0.541667,0.5,0.0,0.133333,0.5,3.5e-05,83.973284,0.820154,0.9375,0.895833,0.958333,0.845833,0.825,4407.583333,3144.125,7551.708333,0.004653,1582.833333,341.708333,1924.541667,0.000986,5990.416667,3485.833333,9476.25,0.005639,0.011112,0.083333,2,0,22,0.916667,0,0.0,1,0.041667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.041667
deepseek-v4-flash,deepseek-v4-pro,Dynamic Task Allocation,24,0.771375,0.863175,0.833333,0.850525,0.833333,0.002083,77.020042,45521.541667,8709.083333,54230.625,100000.0,20000.0,45769.375,0.0,0.542308,0.458333,0.458333,0.008812,6.0,11.0,15.041667,3.0,10.0,1.6667,,,0.291667,1.0,1.0,1.0,0.0,1.0,0.708333,10.791667,4.0,4.0,2.75,1.25,1.333333,0.75,0.25,0.208333,0.0,0.0,0.875,2e-05,68.001513,0.863175,0.941667,0.9375,1.0,0.8375,0.8375,4560.083333,3442.875,8002.958333,0.004979,0.0,0.0,0.0,0.0,4560.083333,3442.875,8002.958333,0.004979,0.01379,0.041667,1,0,23,0.958333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.041667,0,0.0,0,0.0,0,0.0
deepseek-v4-flash,deepseek-v4-pro,Manager-Worker,24,0.773879,0.868775,0.84375,0.845208,0.854167,0.00625,81.4695,28044.333333,7357.666667,35402.0,100000.0,20000.0,64598.0,0.0,0.354013,0.0,0.0,0.005986,6.0,8.0,11.916667,3.0,7.0,1.1667,,,0.291667,1.0,1.0,1.0,0.0,1.0,0.708333,9.666667,3.583333,3.583333,2.333333,1.25,2.25,1.083333,1.25,1.25,0.0,0.03125,1.208333,3.4e-05,78.358255,0.868775,0.958333,0.958333,1.0,0.841667,0.841667,4737.666667,3485.875,8223.541667,0.005094,652.041667,195.0,847.041667,0.000453,5389.708333,3680.875,9070.583333,0.005547,0.011533,0,0,0,24,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
deepseek-v4-flash,deepseek-v4-pro,Sequential Handoff,24,0.809688,0.859062,0.822917,0.843054,0.84375,0.004167,37.794083,12982.583333,4002.75,16985.333333,100000.0,20000.0,83014.666667,0.0,0.16985,0.041667,0.041667,0.002938,4.0,4.0,5.458333,1.0,3.0,0.75,,,0.291667,1.0,1.0,1.0,0.0,1.0,0.791667,3.75,1.416667,1.416667,1.0,0.416667,2.416667,0.958333,1.833333,1.833333,0.0,0.3125,0.625,8e-05,86.070015,0.859062,0.875,0.916667,1.0,0.8875,0.8875,4542.291667,3310.833333,7853.125,0.004856,3073.375,1016.541667,4089.916667,0.002221,7615.666667,4327.375,11943.041667,0.007078,0.010016,0.458333,10,1,14,0.583333,0,0.0,4,0.166667,7,0.291667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
deepseek-v4-flash,deepseek-v4-pro,Shared Blackboard,22,0.851823,0.869209,0.829545,0.860618,0.863636,0.013636,73.482818,44017.954545,7831.045455,51849.0,100000.0,20000.0,48151.0,0.0,0.518486,0.136364,0.090909,0.008355,5.0,9.0,12.5,2.0,8.0,1.6,,,0.272727,1.0,1.0,1.0,0.0,1.0,0.863636,8.0,2.954545,2.954545,2.227273,0.636364,4.5,0.863636,3.909091,3.636364,0.0,0.3,1.090909,2.2e-05,72.653402,0.869209,0.927273,0.909091,1.0,0.931818,0.931818,4646.727273,3762.818182,8409.545455,0.005295,0.0,0.0,0.0,0.0,4646.727273,3762.818182,8409.545455,0.005295,0.01365,0,0,0,22,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
deepseek-v4-flash,deepseek-v4-pro,Single Agent,23,0.732491,0.732491,0.684783,0.687278,0.684783,0.002174,14.836174,3322.391304,1324.73913,4647.130435,100000.0,0.0,95352.869565,0.0,0.04647,0.0,0.0,0.000836,1.0,1.0,1.652174,1.0,0.0,0.0,,,0.304348,1.0,1.0,1.0,0.0,1.0,0.695652,1.521739,0.869565,0.869565,0.608696,0.26087,2.304348,0.826087,2.0,2.0,0.0,0.0,0.173913,0.000472,98.868994,0.732491,0.804348,0.804348,1.0,0.834783,0.834783,4195.956522,3162.956522,7358.913043,0.004577,3619.0,1049.782609,4668.782609,0.002488,7814.956522,4212.73913,12027.695652,0.007065,0.007901,0.347826,8,0,15,0.652174,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.347826
deepseek-v4-flash,deepseek-v4-pro,Unstructured Group Chat,23,0.85307,0.927287,0.880435,0.959796,0.923913,0.023913,98.80113,65410.347826,9382.434783,74792.782609,100000.0,20000.0,25207.217391,0.0,0.747935,1.782609,1.652174,0.011785,5.0,13.0,15.73913,3.0,12.0,2.4,,,0.304348,1.0,1.0,1.0,0.0,1.0,0.782609,10.434783,4.826087,4.826087,4.217391,0.565217,5.0,1.043478,3.521739,3.434783,0.0,0.215283,1.434783,1.3e-05,49.745662,0.927287,0.934783,0.952174,1.0,0.882609,0.882609,5159.652174,3698.173913,8857.826087,0.005462,4390.695652,678.130435,5068.826087,0.0025,9550.347826,4376.304348,13926.652174,0.007962,0.019746,0.217391,4,1,19,0.826087,0,0.0,1,0.043478,1,0.043478,0,0.0,0,0.0,3,0.130435,0,0.0,0,0.0,0,0.0
deepseek-v4-flash,deepseek-v4-pro,Voting,24,0.619658,0.625908,0.5625,0.586013,0.520833,0.00625,43.741292,24159.583333,3592.458333,27752.041667,100000.0,0.0,72247.958333,0.0,0.277512,0.0,0.0,0.004388,4.0,8.0,10.833333,2.0,8.0,2.0,0.777779,,0.25,0.958333,1.0,1.0,0.0,0.958333,0.708333,6.875,2.625,2.625,1.666667,0.958333,1.041667,0.791667,0.416667,0.416667,0.0,0.0,0.166667,3.2e-05,54.448688,0.625908,0.8125,0.820833,1.0,0.825,0.825,3892.416667,3435.541667,7327.958333,0.004682,5411.25,1467.166667,6878.416667,0.00363,9303.666667,4902.708333,14206.375,0.008312,0.012701,0.583333,11,3,13,0.541667,0,0.0,2,0.083333,4,0.166667,0,0.0,5,0.208333,0,0.0,0,0.0,0,0.0,3,0.125
